-2.67917e-2, 1.00082e+0
1.63429e+0, 9.93459e-1
3.37575e+0, 9.89370e-1
5.17080e+0, 9.82011e-1
6.96584e+0, 9.63205e-1
8.62693e+0, 9.57890e-1
1.04488e+1, 9.55029e-1
1.21902e+1, 9.29681e-1
1.39585e+1, 9.33769e-1
1.57535e+1, 9.30499e-1
1.74146e+1, 8.99836e-1
1.92096e+1, 9.04742e-1
2.09511e+1, 9.10057e-1
2.28265e+1, 8.87980e-1
2.45412e+1, 8.99428e-1
2.63630e+1, 8.91251e-1
2.81045e+1, 8.87980e-1
2.97924e+1, 8.81439e-1
3.15338e+1, 8.61815e-1
3.33825e+1, 8.79804e-1
3.52043e+1, 8.60180e-1
3.68654e+1, 8.38103e-1
3.86336e+1, 8.87163e-1
4.04287e+1, 8.69583e-1
4.20898e+1, 8.37694e-1
4.38312e+1, 8.20932e-1
4.55727e+1, 8.31153e-1
4.74213e+1, 8.61815e-1
4.92431e+1, 8.44644e-1
5.09846e+1, 8.25838e-1
5.26725e+1, 8.31153e-1
5.44675e+1, 8.44235e-1
5.62358e+1, 7.89452e-1
5.80040e+1, 8.40556e-1
5.97723e+1, 8.00491e-1
6.15405e+1, 8.16435e-1
6.32016e+1, 8.25429e-1
6.50770e+1, 8.21750e-1
6.67917e+1, 8.21750e-1
6.86135e+1, 8.13164e-1
7.02746e+1, 7.88635e-1
7.21768e+1, 7.95585e-1
7.38647e+1, 8.02535e-1
7.57133e+1, 8.06214e-1
7.74548e+1, 8.20523e-1
7.90891e+1, 7.86182e-1
8.09109e+1, 8.08667e-1
8.26256e+1, 7.95585e-1
8.44742e+1, 7.73917e-1
8.60281e+1, 7.76778e-1
8.78768e+1, 7.95176e-1
