3.94477e-2, 9.99307e-1
2.20907e+0, 8.29640e-1
4.57594e+0, 5.21468e-1
6.82446e+0, 2.17452e-1
9.03353e+0, 1.76593e-1
1.14004e+1, 3.46260e-1
1.36489e+1, 5.48476e-1
1.59763e+1, 7.52078e-1
1.81460e+1, 7.86704e-1
2.04339e+1, 6.75900e-1
2.28008e+1, 4.33518e-1
2.51677e+1, 3.44875e-1
2.73767e+1, 3.40028e-1
2.95464e+1, 4.48753e-1
3.20316e+1, 6.26731e-1
3.41223e+1, 6.48199e-1
3.65286e+1, 6.70360e-1
3.88560e+1, 5.72022e-1
4.10256e+1, 4.63989e-1
4.32742e+1, 4.26593e-1
4.54832e+1, 4.43906e-1
4.78107e+1, 5.22161e-1
5.01381e+1, 5.81717e-1
5.24260e+1, 6.17036e-1
5.47535e+1, 5.91413e-1
5.70020e+1, 5.11080e-1
5.93688e+1, 4.76454e-1
6.15779e+1, 4.73684e-1
6.39053e+1, 4.86842e-1
6.62327e+1, 5.60249e-1
6.84024e+1, 5.70637e-1
7.06509e+1, 5.49169e-1
7.29783e+1, 5.69252e-1
7.52663e+1, 5.04848e-1
7.74359e+1, 4.58449e-1
7.97239e+1, 4.87535e-1
8.21696e+1, 5.36011e-1
8.42604e+1, 5.58864e-1
8.66272e+1, 5.69252e-1
