-3.00262e-1, 4.94292e+9
-2.90823e-1, 4.97753e+9
-2.80871e-1, 5.00878e+9
-2.70721e-1, 5.03881e+9
-2.60503e-1, 5.06589e+9
-2.50132e-1, 5.09414e+9
-2.40624e-1, 5.11905e+9
-2.30894e-1, 5.14448e+9
-2.21386e-1, 5.17073e+9
-2.09953e-1, 5.19682e+9
-2.00446e-1, 5.21832e+9
-1.90493e-1, 5.23687e+9
-1.80678e-1, 5.25638e+9
-1.70306e-1, 5.27509e+9
-1.59712e-1, 5.29379e+9
-1.50735e-1, 5.31217e+9
-1.40697e-1, 5.32618e+9
-1.29991e-1, 5.33760e+9
-1.11729e-1, 5.36161e+9
-1.00604e-1, 5.37255e+9
-9.02730e-2, 5.38506e+9
-8.09471e-2, 5.39252e+9
-7.06934e-2, 5.39878e+9
-6.01506e-2, 5.40586e+9
-5.04734e-2, 5.41405e+9
-4.09658e-2, 5.41784e+9
-2.97297e-2, 5.42243e+9
-1.96737e-2, 5.42430e+9
-9.69564e-3, 5.42473e+9
1.97678e-3, 5.42409e+9
1.43507e-2, 5.42332e+9
2.17531e-2, 5.42092e+9
3.07728e-2, 5.41593e+9
4.11447e-2, 5.41179e+9
4.96458e-2, 5.40740e+9
6.00485e-2, 5.40147e+9
7.16413e-2, 5.39217e+9
7.94401e-2, 5.38522e+9
8.95466e-2, 5.37600e+9
9.99185e-2, 5.36763e+9
1.20019e-1, 5.34003e+9
1.39677e-1, 5.31250e+9
1.49185e-1, 5.29478e+9
1.59625e-1, 5.27804e+9
1.70374e-1, 5.25934e+9
1.79547e-1, 5.23984e+9
1.89808e-1, 5.22045e+9
2.00625e-1, 5.19731e+9
2.09841e-1, 5.17205e+9
2.19571e-1, 5.14825e+9
2.30342e-1, 5.12538e+9
2.39896e-1, 5.09813e+9
2.49541e-1, 5.07022e+9
2.59818e-1, 5.04127e+9
2.70190e-1, 5.01223e+9
2.79555e-1, 4.98161e+9
2.89958e-1, 4.94725e+9
2.99577e-1, 4.91575e+9
