-1.383378e+0, 4.777759e+9
-1.355385e+0, 4.782105e+9
-1.320882e+0, 4.790376e+9
-1.270103e+0, 4.816029e+9
-1.252526e+0, 4.662109e+9
-1.235339e+0, 4.853206e+9
-1.212684e+0, 4.703154e+9
-1.211122e+0, 4.891559e+9
-1.183519e+0, 4.719303e+9
-1.182217e+0, 4.939334e+9
-1.149016e+0, 4.731079e+9
-1.096284e+0, 4.744200e+9
-1.043552e+0, 4.745658e+9
-9.791027e-1, 4.747660e+9
-9.341831e-1, 4.749583e+9
-8.990287e-1, 4.750424e+9
-8.677803e-1, 4.752947e+9
-8.170017e-1, 4.752947e+9
-7.857533e-1, 4.752947e+9
-7.545050e-1, 4.752947e+9
-7.076324e-1, 4.752947e+9
-6.796391e-1, 4.754069e+9
-6.451357e-1, 4.752947e+9
-6.106323e-1, 4.754069e+9
-5.845919e-1, 4.752947e+9
5.868314e-1, 4.760147e+9
